@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"Minipersonalstamm für Werk 0052 aus JPL ins SP9 übertragen  Bitte folgende Minipersonastämme aus JPL ins SP9 für Werk 0052 übertragen:  882770 Maier Roman 883022 Kühne Angelo 883995 Baßfeld Patrick 884200 Tomasik Paul 884315 Heinrich Waldemar 884317 Becker Eduard 884606 Stryczek Thomas Paul  Danke! ",HR
"Die Anfrage wegen der Abwesenheit hat der Vorgesetzte nicht bekommen Herr peglow hat einen Antrag gestellt, der Vorgesetzte hat aber keine email bekommen. Nun kann er den Antrag auch nicht löschen - siehe Anhang.",HR
"Bitte um Änderung Drucker im SAP SP 9 auf P-ST-SNH-00213_C426 als Standarddrucker. In den Benutzerdaten ist der Drucker hinterlegt (s. Anhang) wird aber nicht a Bitte um Änderung Drucker im SAP SP 9 auf P-ST-SNH-00213_C426 als Standarddrucker. In den Benutzerdaten ist der Drucker hinterlegt (s. Anhang) wird aber nicht automatisch angewählt beim Ausdruck einer Bestellung",LOG
"Request in ESS pending since March The manager sees still request from his employee which should be already cancelled - the manager is not able to approve/reject it. The employee created another request in ESS in the meanwhile.",HR
"SAP issue - urgent issue. User got error.  see screenshot It was working before. Log off / on done. +49 271 7005 1281",LOG
"User have problem in SAP PEU  User have problem in SAP PEU, after opening have error message see atachment. ",LOG
"Es werden in der Packliste nicht alles Positionen angedruckt Es werden in der Packliste nicht alles Positionen angedruckt",LOG
"SAP PEU issue User is getting error see screenshots for details",LOG
"Die Mitarbeiterin kann keine Zeitbuchungen vornehmen und erhält die als Anlage beigefügte Fehlermeldung. Die Mitarbeiterin kann keine Zeitbuchungen vornehmen und erhält die als Anlage beigefügte Fehlermeldung.",HR
"JPL WSR 04520124 Overtime Calculation Issue - Correction Needed JPL work schedule rule 04520124 appears to be generating overtime hours before 40 hours are accumulated for some EEs.  This appears to be an issue in only those weeks that include a holiday.      Please see the  attached document for two examples from this week. ",HR
"Die Mengen für den Monat 01 vom SD Erzeugnis 90078201 wurden in den Actuals nicht für 1007800 ermittelt, obwohl in Schnittstelle und Pricing vorhanden. Siehe ma Die Mengen für den Monat 01 vom SD Erzeugnis 90078201 wurden in den Actuals nicht für 1007800 ermittelt, obwohl in Schnittstelle und Pricing vorhanden. Siehe mail vom 19. Juni 2019 12:56 Uhr",LOG
"The Arvato tool picked up document number assignment gabs but when I run the report S_ALR_87101004 it does not show up in the results. The Arvato tool picked up document number assignment gabs but when I run the report S_ALR_87101004 it does not show up in the results.",FICO
"SAP SP9 - multiple users cannot print from SP9 since a few days multiple users are unable to print from SP9 after selecting the SAP printer P294 and confirming the print there should be a window coming up in SAP with the printout however, the same printer is working fine when printing out of SAP. ",LOG
"Problem: Wrong material group mentioned '54420'. Resulting in SAP data quality (in SAP-DQI).Possible solution required: Material group must be a mandatory fill Problem: Wrong material group mentioned '54420'. Resulting in SAP data quality (in SAP-DQI). Possible solution required: Material group must be a mandatory filled in material master and material group digits must be as per material group matrix(green marked digits) (refer second sheet).   refer attached file",LOG
"Issue with holiday booking. User have new manager- Felix Schmidt (in AD)  but in ESS there is still old manager: Das Dores User can not book holidays as new manager can not approove it. Please check the settings of new manager. +49 5254 81-309313",HR
"Die Kommissionierungsprozesse in Kleinenberg funktionieren in Teilbereichen nicht mehr.  Der Fehler muss so schnell wie möglich lokalisiert und behoben werden,  Die Kommissionierungsprozesse in Kleinenberg funktionieren in Teilbereichen nicht mehr.  Der Fehler muss so schnell wie möglich lokalisiert und behoben werden,  da die Materialversorgung in die Produktion nicht mehr sicher gestellt ist.",LOG
"When create inbound delivery, orginal schedule line  is not deduced in MD04. it will create double counting in MD04. When create inbound delivery, orginal schedule line  is not deduced in MD04. it will create double counting in MD04.",LOG
"Hallo,aufgrund der Änderungen in der Geschäftsführung der BAT bitte alle Footer in den offiziellen Dokumenten wie folgt anpassen:Geschäftsführung: Ralf Gött Hallo,  aufgrund der Änderungen in der Geschäftsführung der BAT bitte alle Footer in den offiziellen Dokumenten wie folgt anpassen:  Geschäftsführung: Ralf Göttel (Vorsitzender) | Dr. Emerson Galina | Dr. Jürgen Stahl  Bei Rückfragen gerne melden.  Danke und viele Grüße, Bianca Sallen",LOG
"Closure of old PO (UK) We need support in closing old PO's in UK. They could be found in the attached Excel file. Similar as INC0064882",LOG
"Wrong approval for holidays Wrong approval for holidays. User should have there Despina Tzivis. This manager is in AD as well. She has there the old manager who is now on maternity leave. It's working for her colleagues without problems. Can you please fix it?",HR
"Mr. Dogutas, Projectleader cannot see his employee in ESS, for example Reiseassistent Arbeitsplatz, Anweseihsübersciht Mr. Dogutas, Projectleader cannot see his employee in ESS, for example Reiseassistent Arbeitsplatz, Anweseihsübersciht He can see them in Teamcalender and also in JPL_620.",HR
"The current accounting clerk on JHP for code 1118 is Janet Hallam, unfortunately Janet no longer works for Benteler.  Please can this be changed to Catherine Hi The current accounting clerk on JHP for code 1118 is Janet Hallam, unfortunately Janet no longer works for Benteler.  Please can this be changed to Catherine Hirst for the Accounts Clerk and Dunning clerks on all customer accounts.",FICO
"EBP approval list is wrong EBP approval list is wrong",LOG
"WG: problem send invoice in 1197... Es wird versucht eine E-Mail mit einer Rechnung von der E-Mail Adresse  Postmaster@benteler.de  an  1197.invoices@bentelergroup.mail.onmicrosoft.com  zu schicken.  Sollte die E-Mail   -----Message d'origine----- De : Postmaster@benteler.de <Postmaster@benteler.de> Envoyé : jeudi 4 juillet 2019 15:43 À : Gwenaelle Soret Objet : Undeliverable: facture  Your message    Subject: facture  was not delivered to:    1197.invoices@bentelergroup.mail.onmicrosoft.com  because:    Error transferring to CIT-VWEXCHMTAP1.BAD.BENTELER.NET; SMTP Protocol Returned a Permanent Error 554 5.4.12 SMTP; Hop count exceeded - possible mail loop detected on message id <AM6PR01MB55741242E2477D3165F033EF9DFA0@AM6PR01MB5574.eurprd01.prod.exchangela  Helena Härtel Business Process Specialist Finance Processes & Standards  Division Automotive An der Talle 27-31 | 33102 Paderborn | Germany Tel.: +49 5254 81 307542   -----Ursprüngliche Nachricht----- Von: Gwenaelle Soret  Gesendet: Donnerstag, 4. Juli 2019 15:51 An: Helena Haertel <Helena.Haertel@benteler.com> Betreff: problem send invoice in 1197...  Hello Helena,  I have a problem when I send the invoices in the email address : 1197@invoices@benteler.com. Here is the message he sends me. Can you help me? Thank you in advance.  Cordialement, Gwenaëlle SORET Accounting department  Division Automotive Région Sud Europe Parc Industriel d'Incarville - BP 613 | 27406 Louviers | France Tel.: +33 232 09 3895 | Fax: +33 232 40 0921 gwenaelle.soret@benteler.com | https://eur01.safelinks.protection.outlook.com/?url=www.benteler.com&amp;data=01%7C01%7C%7C4d88aa1d9c3c4ba6549d08d70089d3a3%7Cbb2da9beab20443ba93ebaf7506f7433%7C0&amp;sdata=8C6rPOOhUPhL6tj7syd6zEJBV6vN9jobPl9lciYhMmQ%3D&amp;reserved=0    __________________________ BENTELER Aluminium Systems France SNC Registre du Commerce et des Sociétés: tribunal de commerce d' Evreux  399 203 140 R.C.S. Evreux For environmental reasons please consider carefully before printing this message.   -----Message d'origine----- De : Postmaster@benteler.de <Postmaster@benteler.de> Envoyé : jeudi 4 juillet 2019 15:43 À : Gwenaelle Soret Objet : Undeliverable: facture  Your message    Subject: facture  was not delivered to:    1197.invoices@bentelergroup.mail.onmicrosoft.com  because:    Error transferring to CIT-VWEXCHMTAP1.BAD.BENTELER.NET; SMTP Protocol Returned a Permanent Error 554 5.4.12 SMTP; Hop count exceeded - possible mail loop detected on message id <AM6PR01MB55741242E2477D3165F033EF9DFA0@AM6PR01MB5574.eurprd01.prod.exchangela  ",FICO
"Hello IT-Service,We're having a critical issue in Tondern - There's no movement of goods, creation of goods and/or general production/logistics update from ME Hello IT-Service,  We're having a critical issue in Tondern - There's no movement of goods, creation of goods and/or general production/logistics update from MES into SAP.   Inventory change and sales has not been updated since the 3rd of July - Please look into this quickly, and if possible send a response to this incident on my e-mail (rene.dideriksen@benteler.com) and Frank M. Poulsen (frank.m.poulsen@benteler.com).  We need to be able to control the movement of goods and keep track of sales.  Best regards, René Dideriksen",FICO
"wir haben mal wieder das Problem, das ein Material plätzlich nicht mehr im FC drin in.Im F05 hatte ich noch einen Preis für den FC-Horizont bis 2021; in F06 f wir haben mal wieder das Problem, das ein Material plätzlich nicht mehr im FC drin in.  Im F05 hatte ich noch einen Preis für den FC-Horizont bis 2021; in F06 fehlt der Forecast-Horizont. Betroffen ist das Mat. 14100021, WK 124  Neu ist, es wurde auf Konsi umgestellt, den neuen LP gibt es seit 4/2019; erste Lieferung in 6/2019.  Ich sehe auch, wenn ich in das FC-Tool reingehe, keinen FC-Horizont.",LOG
"Access To Scanner By Different Users We are aware that the scanner must be phisically attached to one PC, but since different users are doing the job of scanning the invoices, currently we are using one of the colleagues login to use the scanner (via remote access). So, we would like to know if any of the following options are doable: ? Give access to the scanner in a technical account (install the scanner for the technical user invoi10 – 1030.invoices@benteler.com) — all members of the finance team in Palmela have access to this technical account ? Give access to the scanner to all members of Palmela Finance",FICO
"Scanning problems (invocies lost) Last week, we've processed several invoices in the scanner, some of them were correctly passed on to Verify and others not! All pages of these invoices were appearing in the scanner program (thumbnails) but still some of them are getting lost. Most annoying problem we had was with vendor Automotive Lighting where we had to scan all invoices three times!",FICO
"In KB41N keine Erlösumbuchung von PSP 5-06240-40-001 auf P00013P09421 möglich wegen Fehlermeldung:  Please enter BU indicator (003) in field business area!  (Me In KB41N keine Erlösumbuchung von PSP 5-06240-40-001 auf P00013P09421 möglich wegen Fehlermeldung:  Please enter BU indicator (003) in field business area!  (Meldungsnr. ZCO_PS087). Es gibt jedoch kein Feld Business Area.",FICO
"Umstellung des Kunden 119477 auf Email AB System: SAP SP9 245 Zuständig: Daniela Schnittker-Bökamp (IT-Coordinator) Umstellung des Kunden 119477 auf Email AB  System: SAP SP9 245  Zuständig: Daniela Schnittker-Bökamp (IT-Coordinator)",LOG
"I am not able to set Tax condition JOIG which is mandatory for the material code 13074385. We want to set 18% tax rate against this material code. Please suppor I am not able to set Tax condition JOIG which is mandatory for the material code 13074385. We want to set 18% tax rate against this material code. Please support",LOG
"We are not able to change the profit centre against material no 17000021. We want to change the profit centre to 0772P02034 against material no 17000021. Please We are not able to change the profit centre against material no 17000021. We want to change the profit centre to 0772P02034 against material no 17000021. Please help us to resolve the issue.",LOG
"multiple users cannot print from SAP SP9  multiple users cannot print from SAP SP9, transaction ME29N (see screenshots attached for more info) - it worked before - no error msg. comes up  name of the SAP printer: P364  tel. nr.: 00049525481202022 ",LOG
"Fehler beim HU-Label / Referenz-INC0065645 Telefonsich zwischen Andre und Verena besprochen Test-Inbound: 181090887/8",LOG
"Por gentileza, verificar a lentidão e instabilidade no sistema SAP, onde as notas estão ficando paradas e não estão sendo processadas.Transações afetadas:J1BN Por gentileza, verificar a lentidão e instabilidade no sistema SAP, onde as notas estão ficando paradas e não estão sendo processadas. Transações afetadas: J1BNFE ZMB VF01",FICO
"User is able to complete an avaliation for one employee  User was able to realize the avaliation for other employees however, for one concrete employee (pavanal) ",HR
"Read Soft Verify problem Problem with the Verify  Read Soft application that happen when the user double clic on a line of the attached screen shot. An error message appears and say  The database is locked for administration . Nobody received informations about kinds of maintenance or something like that. Did you got this information ? Could you please check this out ? Thank in advance.",FICO
"PSA amadeus_Benteler Vigo 0173- shipment 1814698 all information attached",LOG
"Die Rechnungen können nicht im Verify bearbeitet werden und es kommen auch keine Rechnungen im Verify an!!!!!Bitte an D. Flügel weiterleiten Die Rechnungen können nicht im Verify bearbeitet werden und es kommen auch keine Rechnungen im Verify an!!!!!  Bitte an D. Flügel weiterleiten",FICO
"I can not capitalization of the WBS 1-0730-19-100-1-001(asset 9800461-0) in CJ88 transaction of the partial capitalization . I have down payment clearing error  I can not capitalization of the WBS 1-0730-19-100-1-001(asset 9800461-0) in CJ88 transaction of the partial capitalization . I have down payment clearing error message. We  can not clearr down payment because we have not yet any invoices. Could you please check attached file for detail information? Thank and regards",FICO
"Der Lieferant Lyreco hat seit dem 01.06.19 von der Benteler Distribution Deutschland keine Katalogbestellungen erhalten. Betroffen sind u.a. die Bestellungen 3 Der Lieferant Lyreco hat seit dem 01.06.19 von der Benteler Distribution Deutschland keine Katalogbestellungen erhalten.  Betroffen sind u.a. die Bestellungen 3601001512, 3601001513, 3601001515, 3601001537, 3601001538, 3601001554 Laut Nachrichtenverarbeitungsprotokoll sind die Bestellungen versendet worden. Bitte um Klärung und Behebung der Nachrichtenschnittstellenprobleme mit Lyreco.",LOG
"Seit einiger Zeit habe ich immer wieder Banfen in meiner Liste (Transaktion) ME57  zu Lagermaterialien für die Werke in Frankreich und Spanien.Meine Frage ist Seit einiger Zeit habe ich immer wieder Banfen in meiner Liste (Transaktion) ME57  zu Lagermaterialien für die Werke in Frankreich und Spanien.  Meine Frage ist nun, wie die Kollegen auf meine Einkäufergruppe kommen. Wird in den europäischen Werken bei der Materialneuanlage ebenfalls mit der Transaktion ZMM_SpareParts gearbeitet?  Wenn ja, warum scheint dann bei einigen Warengruppen meine Einkäufergruppe hinterlegt zu sein?  Bitte prüfen Sie den Sachverhalt.  Ich bin nicht mehr gewillt permanent Banfen auf die entsprechenden Kollegen in den Ländern umzustellen. Ganz nebenbei kenne ich die Kollegen nicht und muss erst immer mit viel Aufwand die passenden Einkäufer in den jeweiligen Ländern suchen. Die Kollegen in Spanien hatte ich bereits mehrfach per Mail auf den Zustand hingewiesen und gebeten, bei der Neuanlage auf die Einkäufergruppe zu achten. Da dies nicht funktioniert, lösche ich künftig alle Banfen. In Zukunft werde ich alle ausländischen Banfen löschen, die nicht in meinen Verantwortungsbereich gehören.  Ich bitte um Klärung der Angelegenheit.  Herrn Benjamin Herzog hatte ich bereits vorab per Mail informiert.  For some time now I have been receiving purchasing requests in my list (transaction: ME57) for stock materials for the plants in France and Spain.  My question now is, how do my colleagues get to my purchasing group? Is transaction ZMM_SpareParts also used in the European plants for new material creation?  If so, why does my purchasing group appear to be stored for some merchandise categories?  Please check the facts.  I am no longer willing to permanently switch over to the corresponding colleagues in the countries. By the way, I don't know my colleagues and always have to spend a lot of time searching for the right buyers in the respective countries. I had already informed my colleagues in Spain several times by e-mail about the condition and asked them to pay attention to the purchasing group when creating a new one. Since this does not work, I will delete all requests in the future. In the future, I will delete all foreign purchase requisitions that do not belong to my area of responsibility.  I would like the matter to be clarified.  I had already informed Mr. Benjamin Herzog in advance by e-mail.",LOG
"Create table / View Please, create the following table/view ZHRBR_KIT_IF0007 (it is saved in JEL, you only need to do the activation and create the view for data maintenance)  The data should be maintained directly in the system with no transport orders.   Master request: JELK992775 -> please, create a task for you and not release the master request for JQL.  -> After the creation, I need to do some adjustments into the program and when all its done, I'll order it.",HR
"[Readsoft-BST] - Warum ist das Dokument 1128677 dem User REHRMAP zugepordnet. [Readsoft-BST] - Warum ist das Dokument 1128677 dem User REHRMAP zugepordnet.  ",FICO
"implement notes for Sweden PY-SE 2770747 4 HRSE: RPCMTSS0 - SINK Tax & EC calculation PY-SE 2797134 3 HRSE: LC of Employer's Contribution from 1.7.2019 and from 1.8.2019 PY-SE 2787240 2 HRSE: RPCMTSS0 - IT0438 Decoupling Adjustments PY-SE 2789476 2 HRSE: PY Utilities and readers PY-SE 2774620 2 HRSE: Warning messages in PY log for MTS correction wagetypes",HR
"FW: Philipp: Überfälliger/Overdue WorkCycle User Phillip Lappe: LAPPEPH User Rafael Pahlke: pahlke   Hallo Dominik, Die Rechnungen von Philipp müssten im PEU liegen. Kannst du mich dort als Vertreter eintragen, da Philipp länger ausfällt. Muss ich mich dann auch im PEU anmelden oder bekomme ich die dann in HZP weitergeleitet?  Danke Rafael  From: Miriam Sauvigny  Sent: Freitag, 5. Juli 2019 11:09 To: Rafael Pahlke <Rafael.Pahlke@benteler.com> Subject: Philipp: Überfälliger/Overdue WorkCycle  Hi, Ja Dominik Flügel kann das machen. Er braucht von Dir als Vorgesetztem die Info, an wen weitergeleitet werden soll und welches System betroffen ist. Bei Philipp müsste das noch SP9 sein, (im HZP scheint er noch gar nicht drin zu sein).   Alternativ müssten die Rechnungen von Herrn Haaf zurückgezogen und anders adressiert werden …  Gruß Miriam   Von: Rafael Pahlke  Gesendet: Freitag, 5. Juli 2019 07:06 An: Miriam Sauvigny <Miriam.Sauvigny@benteler.com> Betreff: Fwd: Überfälliger/Overdue WorkCycle  Hallo Miriam, Kannst du bitte mal klären ob das weitergeleitet werden kann. Philipp fällt ja länger aus.  Danke Rafael   Holen Sie sich Outlook für iOS ________________________________________ Von: Martin Haaf <martin.haaf@benteler.com> Gesendet: Thursday, July 4, 2019 11:18:42 PM An: Rafael Pahlke Betreff: Überfälliger/Overdue WorkCycle    Sehr geehrte(r ) Vorgesetzte(r ), Ihrem Mitarbeiter Herr Philipp Lappe, liegt ein WorkCycle zum Dokument   1664895 vor, dessen Bearbeitung bereits 22 Tage überfällig ist.  Solange der WorkCycle nicht durch Ihren Mitarbeiter bearbeitet wurde, kann die Rechnung nicht verbucht werden und wir müssen bei längerer Wartezeit mit Mahnungen und den damit zusammenhängenden Kosten rechnen.  Bitte unterstützen Sie Ihren Mitarbeiter bei der Bearbeitung des WorkCycles, damit der Prozess reibungslos und ohne zusätzlichen Aufwand durchgeführt werden kann.   Mit freundlichen Grüßen, Martin Haaf Accounts Payable Management  ******  Dear line manager, your employee  Herr Philipp Lappe, has to process the document  1664895  in the WorkCycle workflow which is overdue 22  days.  The invoice couldn't be finally processed as long as your employee won't release the WorkCycle and we have to reckon with dunnings and higher expenses because of not posted invoices.  Please give your employee the support he/she needs for releasing the WorkCycle that it will be processed trouble-free and without additional costs.   Best regards Martin Haaf Accounts Payable Management ",FICO
"SAP PEU - orders cannot be printed out (ABAP runtime error) since today user cannot print out orders in the transaction ME9F (Captur.PNG) - after selecting all the orders or just one random order and clicking on  výstup zprávy  (output) the runtime error comes up. ",LOG
"We needed  cancelled the followiing 75908313 but when we try to cancellled throws us the right error: handing units have been chnaged. No cancellation possible. We needed  cancelled the followiing 75908313 but when we try to cancellled throws us the right error: handing units have been chnaged. No cancellation possible.",LOG
"ZPAB - Tcode ::: 2 deliveries created (each for 1 material / 1 SA)  in spite of ony 1 delivery (covering 2 materials / SAs) Dear LG team,  Mr. Kassay uses a „ZPAB  transaction for a JIT delivery creating. There are 2  SA (31032089 for material 90106960 = RH) and (31032090 for material 30106961 = LH).  Both SA have same:  SOLD TO: 5002195 SHIP TO: 5002197 PO number: 87145858 Pert. Def. 0060495122418 Unl point: 76 1F1  Point is: Till beginning of a last week ( 1st / 2nd July), only one delivery (covering both materials) was created, when the ZPAB Tcode was used. Since this time, there are 2 deliveries created in PEU.  For this reason I have used 2 IDOCs in QEU to simulate process.  In attachment (gif – please open in Internet Explorer to see animation) you can see a QEU result – only one delivery is created properly.   Question: May you please advise, what it a reason, why there are 2 deliveries created now in PEU? // Is there any list of parameters (probably in schedules agreement), which have to be same to create only one delivery?  Thank you very much for your help.  Note: Whether you need a gif on incorrect PEU 2 deliveries creating, I can also record this one. / I can arrange a live presentation via skype conference. Note2: I will open incident with this email as content. (INC0067738)  Please do not hesitate to contact me.  BR   Petr  ",LOG
"Please 'close' downpayment sales order 30209838 (Nissan) in SAP PAM system - order is complete and paid in full Please 'close' downpayment sales order 30209838 (Nissan) in SAP PAM system - order is complete and paid in full",LOG
"Minipersonalstamm aus JPL nach SP9 für Werk 0465 übertragen  Bitte den Minipersonalstamm für  James Cook PI: 435757 aus JPL nach SP9 übertragen.   Danke und Gruß Andreas  ",HR
"my travel request cannot be seen in open travel requests }see attachments], also, my manager cannot see my travel requests my travel request cannot be seen in open travel requests }see attachments], also, my manager cannot see my travel requests",HR
"RE: Paper Invoices - Horizontal Layout From: Adriano Carrondo  Sent: Montag, 8. Juli 2019 13:45 To: Dominik Fluegel <Dominik.Fluegel@benteler.com> Cc: Ana Filipa Rodrigues <AnaFilipa.Rodrigues@benteler.com>; Carla Gama <Carla.Gama@benteler.com>; Patricia Leao <patricia.leao@benteler.com>; Rute Andre1 <rute.andre1@benteler.com> Subject: Paper Invoices - Horizontal Layout  Hello Dominik,  Is it possible to add a new profile other than these?      We would like to add a new profile, similar to PT_multi, but where it rotates the pages 90 degrees when scanning:     Thank you very much.  Com os melhores cumprimentos/Best regards/Saludos cordiales,  Adriano Carrondo  Departamento Contabilidade / Controlling  Division Automotive Region Southern Europe Parque Industrial Auto Europa | Quinta da Marquesa | Lote 13, 2950-678 | Palmela | Portugal Tel.: +351 21 213 7117  adriano.carrondo@benteler.com | www.benteler.com  1030.invoices@benteler.com    __________________________ BENTELER-Indústria de Componentes para Automóveis, Lda.  Registo Comercial de Palmela  nº 1019/941128 Tax number: PT 502 783 672 | registered share capital: EUR 4.987.983,96  For environmental reasons please consider carefully before printing this message  ",FICO
"Lieferant Kettling ( Lieferantennummer: 2128256) möchte die Leihgutkontoauszüge per Mail erhaltenEmpfängeradresse wäre: simone.willmes@kettling.deKönnten sie  Lieferant Kettling ( Lieferantennummer: 2128256) möchte die Leihgutkontoauszüge per Mail erhalten Empfängeradresse wäre: simone.willmes@kettling.de Könnten sie dies bitte so einstellen? Vielen Dank",LOG
"Create purchase order group New employee: Oliver Paas Phone number: 001 713 490 5996 PI-number: 900056 Email: oliver.paas@benteler.com  Bitte um U-Nahmensraum anlegen (wie im Anhang zu sehen)",LOG
"JPL - one person (Mr. Peter Schroeder) missing in the list under transaction PP61 there is one person missing on the list in the transaction PP61 in the system JPL for Mr. Sterzer. However, the missing person (Mr. Peter Schroeder) is shown there for user's colleague (Mr. Marco Kirchhoff - ID  kirchma ). I also compared their roles and found out, Mr. Kirchhoff has one more role which Mr. Sterzer does not have: ZEA00XXHR_ESS_TRAVEL_WEB  Please take a look and let us know if the issue is caused by this missing role or something else.  Thanks",HR
"PO Reminder Filed must be a mandatory filled, Refer attached file for details. PO Reminder Filed must be a mandatory filled, Refer attached file for details.",LOG
"Text about intra community supply is not entered on outgoing invoices to customers within Europe since end of June Text about intra community supply is not entered on outgoing invoices to customers within Europe since end of June",FICO
"Talent information HR tab in ESS not working User cannot search for users using the Talent information HR tab in ESS. Search doesn't work by personal number, neither by name. Other collegues can search for users using the same procedure. Not working in any browser. User said she can display required information by some other way which involves lots of clicking but needs to use this  shortcut  button for faster access. ",HR
"Hi I need to copy the role ZEA0173PAHR_HR_PERS_ESPANIA_DS, but exclude the information about Grade employees. The new role is only for see Local employeesThan Hi  I need to copy the role ZEA0173PAHR_HR_PERS_ESPANIA_DS, but exclude the information about Grade employees. The new role is only for see Local employees Thanks",HR
"Print from H558/C558 not working correctly Hello,  Unfortunately no change. Attached you will find the print out to H558 and a print out of a normal label (which errors out). Could you check again  Thanks, Carsten ",LOG
"Approving of holidays not working Unter alle aufgaben sieth der Manager keine Elemente die er genehmigen könnte, auch wenn er unter Mein Eingang die 6 Genehmigungen hat - sehen sie Anhang. Er hat noch win 10 und eine alte Version des IE (er sag es funktioniert manchmal also wissen wir nich ob es damit zusamenhängen kann). Danke!",HR
"[Readsoft-BAT] - Invocies Server running very slow [Readsoft-BAT] - Invocies Server running very slow",FICO
"Sehr geehrte Damen und Herren,leider wird aus dem SAP SP9 Transaktion: me29nReparaturbstellung 52503532kein Warenbegleitschein und keine Reparaturbestellun Sehr geehrte Damen und Herren, leider wird aus dem  SAP SP9  Transaktion: me29n Reparaturbstellung 52503532 kein Warenbegleitschein und keine Reparaturbestellung gedruck.  Können Sie mir helfen, dass der Druck ausgelöst wird?  Vielen Dank!",LOG
"Es geht um die Leistungsbeurteilung von Christian Thiel 877979. Diese wurde am 19. Juni abgeschlossen. Im Formular im Infotypen 24 steht, dass die Leistungsbeur Es geht um die Leistungsbeurteilung von Christian Thiel 877979. Diese wurde am 19. Juni abgeschlossen. Im Formular im Infotypen 24 steht, dass die Leistungsbeurteilung zum 01.05.2019 gültig werden soll, eingespielt in den Infotypen 8 wurde sie aber zum 01.06.2019.  Wie kann das sein, wieso wurde diese Leistungsbeurteilung nicht wie es im Formular steht zum 01.05.2019 in die Basisbezüge eingespielt? Bitte prüfen. Vielen Dank.",HR
"Guten Tag, in meinem ESS ist der falsche Genehmiger für Urlaubsanfragen dran. Meine Urlaub müsste an Hr. Milos Handak zur Genehmigung weitergeleitet werden. Guten Tag,  in meinem ESS ist der falsche Genehmiger für Urlaubsanfragen dran.  Meine Urlaub müsste an Hr. Milos Handak zur Genehmigung weitergeleitet werden.  Bitte beheben!",HR
"SAP PAM - Joinville plant - Inbound delivery split due different partners We're facing some inbound delivery split in Joinville T1 plant. We have an example where one Out. Delivery from T2 resulted into 3 Inbound deliveries for T1.  Out. delivery T2  12086358  Inbound T1  75909214 75909213 75909212  As far as I could analyze, the issue seems to be happening due different partner address numbers.   Can you support how to fix it? ",LOG
"eSocial SHE - Requests to JPL Hello Erwin,  Could you move the requests regarding eSocial to JPL tomorrow (morning Germany)?  Below is the sequence to move all them.  01) ITZK905829  Intelligenza-eSocial-2.5-AC-W-PACK00803 (workbench) 02) ITZK905830  Intelligenza-eSocial-2.5-AC-C-PACK00803 (customizing) 03) ITZK905858  Intelligenza-eSocial-2.5-AC-W-PACK00804 (workbench) 04) ITZK905859  Intelligenza-eSocial-2.5-AC-C-PACK00804 (customizing) 05) ITZK905891  Intelligenza-eSocial-2.5-AC-W-PACK00805 (workbench) 06) ITZK905892  Intelligenza-eSocial-2.5-AC-C-PACK00805 (customizing) 07) ITZK906036  Intelligenza-eSocial-2.5-AC-W-PACK00806 08) ITZK906037  Intelligenza-eSocial-2.5-AC-C-PACK00806 09) ITZK906119  Intelligenza-eSocial-2.5-AC-W-PACK00807 10) ITZK906120  Intelligenza-eSocial-2.5-AC-C-PACK00807 11) ITZK906239  Intelligenza-eSocial-2.5-AC-W-PACK00808 12) ITZK906240  Intelligenza-eSocial-2.5-AC-C-PACK00808 13) ITZK906317  Intelligenza-eSocial-2.5-Interfaces SST-W-SETUP-Benteler 14) ITZK906318  Intelligenza-eSocial-2.5-Interfaces SST-C-SETUP-Benteler 14) ITZK906300 Intelligenza-eSocial-2.5-AC-W-PACK00809 15) ITZK906301 Intelligenza-eSocial-2.5-AC-C-PACK00809 16) JELK992257  Intelligenza-eSocial-2.5-AC-W-PACK00809 17) ITZK906402 Intelligenza-eSocial-2.5-Interfaces SST-W-0003 18) ITZK906403 Intelligenza-eSocial-2.5-Interfaces SST-C-0003 19) ITZK906453  Intelligenza-eSocial-2.5-AC-W-PACK00901 21) ITZK906454  Intelligenza-eSocial-2.5-AC-C-PACK00901 22) JELK992541  Intelligenza - Ajus CL137 23) ITZK906462  Intelligenza-eSocial-2.5-Interfaces SST-W-0004 24) ITZK906463  Intelligenza-eSocial-2.5-Interfaces SST-C-0004 25) JELK992378  Intelligenza_eSocial_Projeto_SST 26) JELK992762  Intelligenza-eSocial-2.5-AC-W-PACK00809-Ativação ZESOSH0060  Tks, Marcelo Eduardo Soares ",HR
"ADP UC Program Update Needed in JEL (ZADPUCMVS_CUST_INC_BEA1_20190709.txt) Can you please apply the attached ADP Unemployment Claims program update to JEL, and let me know what the transport request number is?  Thank you.  Instructions from ADP:  Please update/overlay {replace} the following SAP Object:  ZADPUCMVS_CUST_INC ",HR
"Authorization to display SCs from South Africa plants User OLIVIOA needs authorization to display SCs from South Africa plants: 0800 and 0802  Currently he is only able to display for BR plants.",LOG
